review,positive
"A strange smell from the shower drain, this did not spoil my stay.",False
Really comfortable room and friendly staff.,True
Self checking is a pain. They need to reorganize this aspect. Also a Nespresso machine in the room would be highly appreciated.,False
"Very modern and original design, friendly staff, very comfortable bed and pillows.",True
No breakfast meal deal.   Taxi from the airport was expensive.   Some buttons on the ipad didn't work.,False
"Friendly staff.  Beautiful room,fixtures and fittings etc.loved the shower especially!   Safe and secure room, accessibility was a breeze with the elevators.",True
I didn't like:   - No coffee machine in the room,False
I liked:  - Service  - Cleanliness  - The size of the room  - Room design  - Location (close to the subway),True
Temperature was set at 18 degrees. It was not possible change it.,False
Bed was the best ever. Room was very modern.,True
Self check in,False
I love it,True
Location is great，only 3 minutes walk to the Metro,True
Perhaps the price point but I guess it was summer so it makes sense.,False
"The location was perfect, 2 mins from metro. Hotel was very high tech and modern, the bathroom was the prettiest in all my experience so far. Very comfortable.",True
