review,positive
"The hotel is located next to a supermarket and tram stop which was good. The room was very average but meet our needs. The bathroom was quite modern. The whole hotel really needs a make over as all the carpets are gross and the furnishings very average. There are many Contiki groups that stay here so I would not recommend if you want a quiet hotel. Overall it meet our needs and was fine when you just need a bed to sleep in, but would not be back.",False
"as you look at the hotel from the road it looks dirty, looks like random flat. to the right of the reception area they used it for storage of beds mattress which guests can see on entering. the carpets are heavily stained through out the hotel, bedding wasn't clean net curtains were black and mould growing on the curtains, heating wasn't working, no mattress protectors on the beds. tv in the room only has 1 channel, there was a fire exit to the side of the room which was left open for smokers which was used heavily by guest and was banging all night. broken bottles and fag ends on the balcony. breakfast was served in the basement with no windows which felt a bit like a school dining hall. staff were not presentable the kitchen porter was wearing a coat and jeans. no toaster to",False
Well where shall I start. Booked two rooms at the hotel for a one night stay. The first room 'room 4' was absolutely freezing with no sign of the heating working. There were mouldy curtains and paintwork which was filthy. The bedding was dirty with stains on. The carpet looked covered in stains. The whole room should not be sold and it's to be gutted and decorated. Went to reception to ask for a different room and were told there is only one room left but it is a small room. They weren't lying. One single bed and the whole room was probably about 10ft x 6ft. The bathroom was probably bigger than the bed. To be fair and credit where it's due the bathroom was quite nice and had clearly been updated however there was an old gas pipe hanging down from the ceiling obviously cut off,False
"This hotel, though not in the centre of Amsterdam, is easy to get to and from via public transport. We stayed here as part of an organised tour. The rooms were basic but clean as were the bathrooms. The beds were comfortable and we always had fresh towels. The breakfast available was filling and plentiful. Overall it was a good place to stay if only visiting for a few nights.",True
"Stayed here about 2 weeks ago with a group of 25 of us. Place is fine as only staying 2 nights and rarely in the rooms bar for sleeping, but some of our group have said they have got little bites covered on them and got checked out and seems they gotten bitten by bed bugs as confirmed by doctor. Think this place needs a good cleaning, if there is bed bugs here. Not nice.",False
We spent 2 nights at this hotel in a triple share room. The room was very small but the beds were super comfortable. Negatives : - the windows couldn't open so the room was extremely stuffy ... they had given us 2 fans of which neither worked. We asked for a replacement which we never received. Pros: - comfortable beds All in all this was definitely no 5 star accommodation but it was neat and tidy and you got what you paid for.,True
"Stayed at this hotel for a weekend away, Rooms were basic and dated, with cracked tiles in the bathroom,but bedding, towels etc were clean and fresh everyday, don't expect 5* holiday for a cheep price, I was happy with what I got for the price, tram and buss line to Amsterdam and airport was directly outside, although I would have liked to be closer to the centre, just a short walk away was a traditional windmill., lots of shops and a good market directly opposite too. Most of the restaurants by the hotel were halal and a lot of Turkish and Moroccan coffee shops.",True
"We arived there as HOSTEL guests NOT A HOTEL guests. We slept in a four-bed dorm and we had a very pleasant surprise! In terms of hostel the dorm was very good. Pretty clean and tidy room with a fresh linen and comfortable bed. We had our own private toilet and for a guests of a hostel that is amazing. Toilet was clean and modern with a fresh towels, soap and shower gel/shampoo as well. Every day a room mistress would come and change towels and linen, so they kept our room/dorm tidy all the time. Only poor thing was a insanely long corridor with a dirty carpet and the balcony was a bit dirty as well.. To sum up, as hostel guests we were more than satisfied!",True
awful place - accompanied by bed bugs in our room resulting in bites all over us. Unfortunately we also managed to bring them home with us. I would never advise staying here. Horrendous experience please stay away,False
"Rooms were tight. Breakfast consisted of croissants and orange juice from a machinr, no protein source. To top off the 2 night stay my girlfriend woke up with bed bug bites on her neck, arms, thighs and feet. It was horrific and ruined our stay in Amsterdam. So now she had to throw away her clothes which is not cheap.",False
"Tram and bus right on the doorstep. Clean room. Ensuite satisfactory. I was a little worried due to the negative feedback and even tried to cancel, however, was a really good spot and exceeded our expectations. Would stay there again. Loved the area, a real mix of cultures.",True
This is an expensive hotel where by the pictures do not resemble the reality. we where very disapointed with the quality of the room and the whole presentation of the Hotel. Beds where good but for the amount of money we paid you would expect better quality.,False
"This ""hotel"" has bed bugs - please please dont go there. My friend slept in one of the dorm beds and after thirty minutes she noticed her bed was full of bugs. She has bites on her back. Our two other friends, too. Now coming home she was very upset and we had to wash the clothes and put the suitcase and shoes out in the heat to eliminate any change for bed bugs to invade our home. We even called a professional company and luckily they told us she should be fine with the actions we took. So if you do think there are bed bugs: dont store your belongings on the bed, seal the clothes you wore in a bag and shower. Back home: wash your clothes on high temperature, put all other things in a black bag in the heat or in the freezer. We dont want any other people to go through this kind",False
"The first room we were given appeared clean and tidy, but the we heard scratching and low and behold there was a mouse. It seemed to have free reign of not only our room but the corridors as well! Upon going to reception we were told to sleep with it in the room as they do not have the authority to issue refunds and no other rooms were available. We were told the manager would be in at 7:00 the next day. At 10:30 the manager was not there and we were told the manager would be in at 11:00. My friend spoke to the manager who initially offered us free breakfast as ""they do not do cash refunds or money deducted from the rooms"". After highlighting that we had no sleep and spotted other mice he gave us 15 euros cash back and moved us to a different room. He seemed completely un-phased",False
We booked this last minute and when we turned up to the hotel we felt the location was very run down. There was parking around but we didn't feel very safe leaving the car in this area. There were a lot of backpackers there which was probably cheap and ideal for them We checked the room and decided to leave to find a new hotel. We tried to get a refund but unfortunately they were non refundable. This was totally our error for booking without looking into it.,False
"Booked for a short weekend break at the beginning of July, location wise it is only a 20 min tram ride from the city centre. Staff were helpful but the hotel lobby was run down and had the feel of cheep and quite unhygienic place. The corridor upstairs had a vague scent of untreated mould. The room was spacious but, again, the door handle falling off, the cupboard door not closing properly and the torn wallpaper in places gave us the distinct feeling of a hotel in decline. The only reason we actually stayed for the two nights is that we preferred to explore the city rather than go through the hassle of finding anotger accommodation and moving. I would not recommend and would find a different hotel for our next visit to Amsterdam.",False
"It was easy to reach fromthe airport, well conected with the city centre. Receptionists were nice and helpful. Facilities are the problem, when we arrived there was no cold water, it was really hot. The room smelled horrible and the hallways were really dirty. the room had no windows,and there was not a fan or either aircon. It's an old hotel that seems forgoten by it owners.",False
"This hostel is the best one I've ever stayed in! Clean, big, modern rooms with its own bathroom and big TV. Towels were included, soup as well. I'll definitely visit Slotania again and I recommend for everybody - single travellers, group of friends or anybody else who is looking for some nice and decent place to stay.",True
"Booked this hotel as a cheap deal for my husband's 30th birthday. Was a bit worried after I had seen reviews saying the hotel was bad, even up until the day before I wanted to change hotel but I decided to go ahead. we arrived at 9am but couldn't check in till 3pm, we got the number 69 bus from the airport and this went straight outside the hotel. We couldn't check in till 3pm but reception was happy for us to leave out suitcases, we got on the number 14 tram outside the hotel which took us into the town centre. When we finally got to check in the room was good, basic but we only needed it for sleeping in. The bathrooms were lovely, these had been recently done up. I haven't got any complaints about this hotel, the only down fall is it is on a busy road and if you have your",True
"I stayed here with a Contiki tour, so we were not expecting high range accommodation to begin with. The rooms are a far walk down a long hallway. We got unlucky with a room that was at the very end of the hallway. There is no elevator here either. The rooms are bunk beds and the bathroom was stifling hot. There was a fan the somewhat help with that however. The beds were fairly comfy and we did have a good nights sleep. The hotel is located on the outskirts of town, so it takes some time to get into the heart of the city. The breakfast and dinner were both very tasty! This is a good hotel if you are staying on a budget.",True
"Rats, mold, bloody sheets... That's enough said, but, yeah, avoid this place if you can. Decent location to the tram, but it stops running at ~12:20, so it can be pretty useless if you want to stay out in the city. The rooms are on the smaller side, as well.",False
"I got bed bugs in this hostel and some serious health issues because of it. Definitely would not recommend this hostel. Not very friendly staff. The rooms were tiny and really stuffy, all in all not a good experience.",False
"Good location! Only 20 minutes to downtown by tram, which stops 10m from the hotel. Nice neighbourhood. My boyfriend and I stayed there as a last resort on a Saturday night, it was 45 euros each. When we checked in, the room smelt like sweat, it had food crumbs everywhere, the beds were undone and the garbages were over-flowing. The staff eventually came to clean, and after, it was very pleasant! The beds were very comfortable, but squeaky, and the washrooms were nice. We decided to stay another night (Sunday) since it was only 24 euros each this time.The second room was clean, but the TV wouldn't turn on. The young woman working at the front desk was quite uninviting and rude when we watched the football match on the TV in the lobby.",True
"Very good location to visit Amsterdam, Tram passing just in front of the hotel. Clean room, small but with all you need All you can eat breackfast with good variety of choice but budget quality of products...",True
"My friends and I booked here because we were looking for a place in Amsterdam for a few nights that wasn't too expensive, and this was one of the cheapest ones. I advise you to spend a little more and avoid this place. The cleaners never cleaned anything, there was a centimetre of dust underneath my bed and the floors were quite dirty. Pretty sure we also got bedbugs from this hostel. It's also quite far from the city centre, and you have to take a 20+ minute tram into the city. I suggest staying closer to the city centre and paying a little more - it's worth it. The only good thing about this place was the breakfast, which you had to pay for (don't remember the exact price, maybe €7 or so) but there was a lot of the basic stuff there.",False
"way too far away from city centre, room is just 3 bunk beds with a box tv, and a table with 2 wooden chairs that aren't very comfortable, on the other hand it had safe's inside of the hotel to keep things locked away and safe with digit code locks",False
"Hi all, you get what you pay for. the staff well at least two of the ladies were very unprofessional and negative body language and tone of voice. I was here with my family and sadly we had a so so stay. they say there was no room service after 5pm and the lady at the reception kept lying that people will come to fix our AC and telephone but nothing at all. We had an AC room but the room was stuff and not great to say the least. overall the place is nice with shops and eateries close by and tram and bus to the city and the bus taking you to and from the airport. but overall the hotel is patchy and not worthy of the money..they take the money first and the rest is whatever attitude of the staff except for the great service of Abdul and the nice Chinese girl and the",True
Arrived at the hotel and checking in was easy. The walk down the narrow corridor to our room took approximately a minute and a half. I've never seen a corridor that long in my life. When we finally got to the room it was tiny and had a huge pillar in the middle of the room. Which made the already tiny room even smaller. I asked to change rooms but was told that the hotel was fully booked...not sure about that. The best part of the stay was that it only lasted 2 days.,False
"Don't get me wrong this isn't a 5* hotel but these reviews don't do it justice. The bathrooms were fantastic, the rooms were clean and they were cleaned every day we were there, no sign of mould or mice and it really wasn't that noisy. The staff were helpful and friendly and the neighbourhood was fine, plus the transport into the city is €2.90 and go every ten minutes from straight across the road. Fantastic stay, would definitely stay again.",True
"Good hotel, clean and quiet for the duration of our 4 days stay, good breakfast also. The location is also good, within walking distance from the tram that takes you everywhere. Greats restaurants nearby and right opposite a shopping centre. The hotel staff was nice and helpful, we enjoyed our stay there.",True
"Me and my friends went stay for couple of nights in this hotel. The room was small with two bunker beds. There was a huge column in the center of the room which made moving in the room quite difficult. The bathroom was nice. The corridors are very narrow and when someone speaks in the corridor it echoes (not good when you want to sleep). The wifi signal was weak and didnt reach our room most of the times.,",False
"Service at the desk was bad, we had to pay with a large amount of cash as their card machine was broken, the rooms weren't great, and one of our bikes was randomly locked up by the hotel which almost led us to not be able to drop it off on time. All in all, don't come here, it's not worth what money it might save you.",False
"Having read the previous reviews we were slightly apprehensive about our stay, however we were pleasantly surprised. We were only staying one night here and it was perfect for this. The room was clean and the bathroom spotless. Clean towels were also provided. The staff at check in were friendly and helpful. The hotel itself is about 25 mins from Amsterdam central station, easily accessed via bus or tram. Overall a good stay for a budget hotel!",True
"The rooms were horrendously hot (and I'm from Western Australia so I love heat!, the staff also did not have a room ready for me and my partner despite booking months in advance! They said ""sorry your room won't be ready until tomorrow"". The place is really filthy, I had a blood stain on my sheet.",False
"A friend and I visited Amsterdam in October last year. When we arrived, and checked in, we proceeded to our room. Just walking through the corridor to our room we were a little concerned. When we got into the room - We didn't know what to do. There was a room on the right which was the bathroom area. It was dirty and it smelt. The area which our beds were in, was awful. There were stains on the wall, the wood near the window was rotting, and we were concerned about the cleanliness. Being two teenagers, unsure of what to do, we called our grandparents and they kindly booked another hotel for us. We left, and when checking out, the lady wasn't very pleasant. Never, apart from this stay, have I ever wanted to leave a place so bad.",False
This place is filthy and it is actually true that THere are mice (saw One in tHE hall). The staff is nicer in the Morning than in tue evening but the major problem for me was the lacks of cleaning... A really filthy hotel. Rooms stink and bees ar loopsided...avoid If you can,False
I stayed with a contiki group. We were told we were going to be staying in a hostel and that is what it is. My room had two bunk beds and a bathroom. My bed was a little lopsided and not the most comfortable.There was a television but we did not use it. The heat is the room did not work and it s very cold. The breakfast was decent for something that was included. The hotel was basic but that should be expected when booking here. The room was also fairly clean which is all that really matters when you are just there to sleep.,False
"Just back from a four night stay at this hotel. Booked double room on arrival we were put into a very small twin room first impressions of hotel was very grubby and more hostel than hotel. Second day got moved to double room we had book it was much better still basic but clean and space to move, continental breakfast was ok. Public transport right outside and needed as hotel is approximately 20mins from city center. Overall enjoyed stay but would not return to this hotel.",True
"We booked twin room, but got double instead. When challenged the ""receptionist"" said that they are fully-booked and can't do anything. Similar story about being fully booked can be read in other reviews. Apart from that staff was simply rude. Just avoid this place and don't spoil your holidays. I almost forgot to mention the unbearable stench in the room!",False
"I stayed at this hotel/hostel in mid April 2016 as part of a quad share Contiki trip. I spent 2 nights here. Obviously booking a quad share i didn't expect much and during my stay i was satisfied with what was offered however if you are not on a contiki or similar trip be prepared for the hotel from hell. This place is very basic, isnt located in the best part of town and really needs a reno. 2 nights was more than long enough on contiki for me. Overall basic as they come.",False
"This hostel has carpet floors and they stink very bad, but the worst thing was that we had a mouse in our room!! There were mouse-excrements near the balcony-door and windows and the furniture was obviously damaged by the mouse. When we realized our small friend we went to the reception to tell it but the receptionist was not cooperative at all, all she said was 'oh, there's nothing I can do, we are fully booked. Open the door so the mouse can go into another room'. We didn't get any money back nor a sorry, nor another room. She told us that we have to write an email to the manager to ask for a refund, which we did but we never got any response. Don't go there, obviously the mouse problem is there for long since the receptionist wasn't surprised at all.",False
If you are looking for nice place just check for another. The service of the staff is really bad. Breakfast is just with bread and ham.. Rooms are without ventilation. No soap for hand wash. Tv was broken and even I couldn't turn it on. And the place was full with teens who were pushing the doors and hitting them during all of the night.,False
Not in the nicest or most centeral location although not far by tram or cab. Hotel staff were definitely interesting. The room was basic (101) and the shelf by our window had gone rotten to the point where u could lift it and see the dead wood. I'd recommend this hotel purely on how comfortable the bed is! It was a struggle to leave it !,True
"Not a bad hotel for the price, could do with a spruce but has potential to be a good hotel if they sorted out decaying edges and bits. The asian woman on front desk was rude, but the night staff were friendly and helpful. Cabs about 25 euros to city but trams are good and for 2.90 can't complain takes about 25 min by tram! MOST COMFORTABLE BED I EVER SLEPT IN. biggest compliment i will pay the hotel, the beds were amazing!! P.S they only give you some shower gel and shower caps so make sure you have toiletries",True
"We went to this hostel with 5 girls and we booked the 8 person mixed dorm for 3 nights. The only good thing a cheap price (20e/per/night). The location was really unpleasant and far away from centre, 30min by tram. Building was shabby looking outside and quite dirty on the inside, old and distateful. The room was tiny, just bunk beds and one old table. There wasn't enough of safety lockers for everyone, just 4 even when the room was suppose to be for 8 persons and there was only one wall plug! Makes no sense.. The worse thing was that there was a huge mouse problem!! We found one eating our bread in the room and there was mouse poop everywhere.. We saw them couple times more and we could here them scratching at night. The staff is aware of the problem but doesn't do anything",False
"I was not looking forward to staying in the hostel/hotel but I was pleasantly surprised; the lobby is nice, offering a few sofa's, a couple of vending machines and discounts for attractions around Amsterdam. When we got into our room, our beds were already made with a towel laid out for each of us, we had a TV that received quite a few British channels including E4, and the bathroom was lovely! The bed was quite comfy and I enjoyed my stay here! The Wi-Fi is slow but available. The only problem is the distance from the centre of Amsterdam, but, nothing that Uber or the tram couldn't solve. I recommend downloading the 9292 app on your smartphone if you are using the tram, tells you exactly what stop/tram you need for where you would like to go!",True
"The hotel is clean and tidy, the reception is efficient and helpful. The room we have chosen have a big window and we like the street view. During our stay, the other guests were noisy at night (the walls are thin). Yet, considered the price range of Amsterdam hotel, we think the overall quality is satisfactory.",True
"Me and my partner stayed here recently, it is only 15mins on a tram to pretty much anywhere central/touristy breakfast selection was great and the staff were so friendly and helpful. Clean & fresh, comfy beds. Overall a nice place!",True
"We stayed 3 nights in this hotel and we felt like we were in 1970s. It is located about 20min away from Amsterdam central, opposite the tram stop. It gives us the chance to see the real Amsterdam other than the tourist routes. Rooms were quite small but tidy except the stained blood on the curtains?? The reception staff were shouting and arguing in dutch but we tried not to pay any attention to it (we were guests in their countries so maybe its normal in their culture?). Overall, the price we paid £130 for 3 nights including simple breakfast can not be beaten by these things. It was ideal for two young travellers just to spend the night somewhere. If needed, would consider this hotel again.",True
"hotel prices are very affordable, good location, nearest to the Pleine 40-45 bus stop, availability all the time as it has many rooms, quality food (we had breakfast), good and easy going staff, hassles free stay.",True
"With a party of 31 on a tour visiting the Houton Pigeon Show, Leer Market, National Breeding etc. Whistle stop 24 hours in Amsterdam and stayed her for 1 night. We found our room, bedding etc very clean, with lots of hot water and heating in the room. No lounge for sitting, but we were out and about all day and off early next morning. Breakfast was continental, but bread, rolls etc was very fresh and tasted good. There was cereal, boiled eggs, fruit juice, hot drinks all in all a good breakfast. Would recommend if only for short stays as is probably more like an upmarket hostel than a hotel, but good.",True
"Mould in the bathroom. No exhaust fan so bathroom fogs up a lot. Radiator doesn't work so the room was like an icebox. I had to wear 3 layers to bed each night. Meals were in the basement, which provided a very gloomy atmosphere. I found a hair in my dinner and again on my breakfast the next morning. The kitchen staff did not wear hair nets. Perhaps some food safety training and equipment should be provided.",False
"Our 6-bed female dorm room was nice and clean, although the ensuite bathroom made it difficult to share it with all of us. The bathroom itself was clean and provided shampoo. Breakfast cost 5 euros a day, but it had a variety of foods. It took around 30 minutes on the tram to get to the city centre, but the tram stop was right outside the door. There were also a few good places to get food nearby.",True
"The room I stayed in was quite small and it was tricky for the four of us to fit our suitcases in. However I found the mattresses very comfy and the bedding was good. The bathroom was also roomy and modern, with good lighting and a good mirror size.",True
"We had chosen a cheap hostel to stay in, so we weren't impressed when we found out that both lift and corridor were stinky, our mattresses were quite uncomfortable, the equipment was basically old (except for the bathroom), besides we were 25 minutes far from the city centre by tram. However this was nothing with what was yet to come. The second night, at 1 a.m we discovered a living mouse, running down or stuff and eating our food, so we demanded a room change. We never received and apology or an explanation and the room was never checked, moreover the receptionist was angry at us and proceeded unfriendly and unprofessional, but we got a change eventually. The morning after we demanded a compensation and the receptionists basically lied to us claiming that the manager",False
"The second time I've stayed here, and certainly won't be the last! Great location, friendly and helpful staff! Easy to get to and from on the bus and tram (from central station take the number 21 bus and don't get off till plein 40-45) and (from Leidseplein take the number 7 or 14 until plein 40-45)! Also enquirer about travel passes they work out so much cheaper! Hotel breakfast is amazing also!!",True
"Listen to the reviews, this hotel is AWFUL. It is far out, but easily accessible by tram. Please note that the last tram is 12:20am, so you have to chose whether to get home by only paying about 2 euro, or stay out late and actually enjoy your vacation and pay 20+ euros to get back to the hotel. Transportation/location was not my issue. My issue is that we (my partner and I) were placed in a room with 3 twin beds, when we requested 1 queen. We had no space for our 2 large luggage bags. The HOTEL DOES NOT HAVE CLOSETS, so be prepared to have your suit case in a corner and open it every time you need something. Because it was during NYE, no additional beds were available. The room was dusty, smelled like cigarettes, and had stains and mold (windows do not open so you have to",False
"The hotel is a little far out from Amsterdam city but easily accessible from the airport by bus and is about a 20min tram/bus journey to Amsterdam city. I stayed as part of a contiki tour. The hotel does it's job, provides somewhere to sleep but if I was going again either with friends or partner then I probably wouldn't stay here opting to stay clsoer in town instead.",True
"Good price and got upgraded to a 4 bed female dorm with private ensure. Bathroom was amazing, hot water, good pressure, clean and bright with hairdryer and towels. Beds were comfortable. We had a tv and a safe in the room. Staff were friendly and helpful. Only complaint (not fault of the hotel) is the noise from the next floor up. Someone was moving furniture from 12-4 in the morning. Other than that, perfect stay. Breakfast buffet available for €5 and serves cereal, bread, meat and cheese, fruit, coffee, etc. Would recommend this place!",True
"Terrible hotel. Creepy, (very very, VERRY) dirty and cold roomS, I even not gonna talk about bathrooms... We change our rooms 3 times and staff is really not helpful and almost rude, they look as dirty as the rooms. The hotel looks like a Chinese restaurant Far away from the center (30minutes)",False
"We stayed at this hotel as part of a Contiki tour in November 2015 and we read the reviews on here beforehand so we were expecting the worst. It is actually really nice, nice modern bathroom and clean rooms. The hotel itself is a bit shabby, but clean and the staff were nice. The included breakfast is a continental buffet but it was also really nice with yoghurts, cheese, cold meats, boiled eggs etc all offered along with the toasts and cereals. The rooms are a bit small, but they have everything you need and the beds are comfortable. Most importantly for us the air con/heating worked and we were able to adjust it down because for some reason the hotels throughout Europe want their rooms to be the temperature of the sun to make up for the cold outside. The tram stop is right",True
"stayed here with my family last december from the 24th till 29th upon arrival was given room key went to room was dirty and waas given 2 lots of bunkbeds for my 2 kids plus me and my husband room has broken mirror which was dangerous room was dirty also we was given new room which was slightly better but at nighttime had no sleep due to a constant flow of drunk people coming in and out. we wasnt told departure time to leave hotel on day we was due to leave, we had nightflights booked so went into town for breakfeast before packing as breakfeast there was terrible we come back 2 hours later to pack to find hotel staff had chucked all are belongs into suitcases and put them down into what they called a luggage room but was more like a cellar we then had to go spend rest of day",False
"I and 3 of my friends have just returned home from our first trip to Amsterdam a few days ago. We stayed at this hotel and were surprised to find it wasn’t as bad as the reviews some people had wrote!! The hotel looks nice from the outside and is nice on the inside also, the rooms are clean and you get fresh towels. The members of staff at this hotel were very friendly and helpful they couldn’t have been nicer!! The only thing we could fault here was that we assumed it was a hot breakfast included in our stay here but in fact it was cereal/bread and rolls with meats and other fillings. It’s got free Wi-Fi and a vending machine to buys snacks/ juice and any essentials that you may need like travel plugs/chargers/toothpaste etc. The beds aren’t the best- quite noisy. There is a",True
"The worst hotel. The place is very dirty. You can't open the window because is very noisy, and the room that i stayed was terrible. Bad matress, and to got there we need to pass in a dirty area, with bottles on the floor. The room was very small. And it's far away from the city center. You spend a lot of money in taxi or bus there.",False
We stayed here for a night and had a very comfortable stay. In price of around 50 euros per person it was great stay. We were 5 of us and got a big room which had bunk beds.Nice and comfortable and cosy bedding. The breakfast was for 5 euros but was great with a variety. Definitely worth the stay.,True
The worst hotel i have ever been in my life...unfriendly staff and not helpful at all..dirty and small rooms..you cant open the windows..beds are like rubbish we just stayed one night and we left...not recommened at all..STAY AWAY!!,False
"We asked for a quiet room on arrival, holy jesus, was it anything but... those security doors on each floor making a terrible noise when 2000 ( ok slight exaggeration) people going to their rooms as they amble in during the night. *BANG* The room was as expected, compact and clean. The hotel itself is ok, bit grotty , staff were very friendly and helpful ( although they never got us a quiet room...GROAN!!!!) Overpriced ( but then again , all accommodation in Amsterdam seems to be expensive. Don't get breakfast there, not a complaint, just friendly advice, the Hotel charges 5Euros when instead you can get a very cheap and cheerful breakfast around the corner in the shopping centre (HEMA supermarket) for 2 Euros :) Would I go back ? Probably not. But for any family of",False
"Firstly this hotel is not close to the centre of town, so be prepared for taxis or public transport. It is however located to a very cheap post office and a little shopping centre that I found very handy. However the location overall very much felt like a slums area of Amsterdam and I did not feel safe there. The rooms were ok, bathroom ok, room size ok. very average but nothing particularly bad about them. There were also lots of renovations going on at the time which was quite annoying. You can find better budget accommodation closer to the center of Amsterdam.",True
"Well, the rooms need to be cleaner. The beds are tightly packed in the room and there is literally no space in the rooms. Hot water isn't always there. Breakfast can be better. But very nice and co-operative staff. Located 20 minutes bus ride from the city center. The bus stop is right across. I think this place is over-priced. I wouldn't recommend.",True
"We arrived at Hotel Nieuw Slotania before check in was available, we asked at the desk if it would be possible to check in early as we had been traveling all day with luggage, this wasn't a problem. we got booked in and handed over the key card, and made out way up our room, at the top of the stairs was a young girl passed out with 2 bottles of wine on the table, that was the first impression, then we made our way down the corridor that stunk of paint, this was because they were renovating and selling rooms next door! the room we was allocated was 3 doors down from where they were refurbishing. Their was paint all over the floor & dust everywhere! we got into the room, which for a 0 star hotel looked ok, until you look at the nicotine stained curtains and the drink/(anything",False
We stayed at this hotel from sat 3rd to tue 6th October I was really worried reading the reviews but upon arrival we were greeted by a friendly and helpful reception the room was lovely clean bedding beautiful bathroom hairdryer the only thing that let the bedroom down where the very soft mattresses The breakfast was continental as stated but it was lovely and plentiful Yes the area is quite busy around the Hotel but we never heard any outside noise or noise on the corridors that affected our stay The tram to the central was just over the road that took about 20 minutes to Dam square Bus 69 across the road takes you straight to the airport Yes this is a budget hotel but it suited us for what we needed How anyone can say the reception staff are not friendly well may be use,True
"Really surprised. Although Contiki stay here and there are a lot of groups around, the rooms are surprisingly quiet. The rooms themselves are clean and comfortable, modern bathrooms. Breakfast was great provided you dodge the group meal times. Location is wonderful with trams and busses right out front. Shopping mall with large grocery store, clothes and food stores also right across the road. Wifi was also in all rooms and good quality. Staff were also very friendly and helpful. I would recommend this hotel.",True
"Stayed here for 2 nights. My room was clean and comfortable. Could get noisy from young tour groups and traffic outside but it didn't worry me too much. If you are a light sleeper you might want ear plugs. Breakfast was really good value. The bathroom was excellent compared to other places I've stayed in around Europe. It is about 20 minutes from the city and not many cafes around but there's a market right across the street. Two things that bothered me was there are no laundry facilities at this hotel and staff are unable to give accurate directions to a laundromat! Also felt that asking anything of the reception ladies was a bother. However, the man was quite helpful with storing my luggage for the day and ordering a taxi. Probably wouldn't stay here again but only because",True
Me and my partner went for his birthday. The room we stayed in was beautiful and very spacious and extremely clean. When I booked I informed the hotel that we were coming for the birthday and when we arrived the room was full of balloons and beautiful banners. Getting to and from the hotel was very easy and was only a 15 minute tram journey to Central station which was very handy. All staff at the hotel were really friendly and helpful. I'd Definatley stay here again!,True
This is my second stay at this hotel and it is still ok. In contrary to another review I can confirm that there is a lift in the hotel. The continental breakfast is good value for 5 euros and plenty of it!! Once again if you are visiting Amsterdam and dont want to pay the crazy city prices this is for you. Transport to and from the hotel is very cheap and convenient both trams and buses right outside. Hotel staff are very friendly and helpful. I wanted to visit the windmills tour price 60 euros using public transport as advised by the staff a mere 3.70 euros. The hotel is clean and comfortable and no complaints. Bear in mind a lot of students stay in this hotel on trips but that is not a problem once you tell them to stop running up and down the corridors which are very,True
"Bedding was clean, as was the bathroom. The location isn't good... its about 20 mins drive out of Amsterdam. The lift/stairs situation isn't good. The rooms aren't airconditioned and we had no fan in the room. The area seems a little dodgy particularly behind the hotel. There would be an abundance of places better than this one to choose from.",False
"Most unfriendly service ever, shower was mouldy, chairs smelled like dust and very dusty, duvet looked like thousand years old. The cleaning service was friendly, but not its performance. Never going to stay again in that hotel.",False
"Let me preface by saying that this place is neither a Hotel nor a Hostel. It was a hotel before, but it now feels like they've just crammed as many beds as they can into the building to maximise their business. The staff at this hotel were as helpful as cardboard. In fact, I think I'd have preferred them to be cardboard, as cardboard cannot give off any hostile vibes. Upon arrival we were ""greeted"" by the two receptionists having a heated argument and told to wait two minutes. Fifteen minutes later one of them storms off to have a cigarette and calm down, only to notice us sitting there in the lobby, and decides to give us our keys (and nothing else.) Didn't even tell us where the room was! The room was fine. 8 bed dorm, exactly what you'd expect from a hostel. The en-suite",True
"We stayed here for 3 nights, it is a 25 minute tram journey from Amsterdam central train station and amsterdam city centre which was a hassle. Around the hostel there isn't many shops or cafes so you really have to go into the city centre to get some food and experience Amsterdam. The rooms were clean and all our roomates were friendly and socialable. The only real negative was that the staff weren't very helpful it felt like we were irritating them with any of our questions so we had to work a lot of Amsterdam out ourselves. Amsterdam is a wonderful city so would recommend trying to stay somewhere closer to the centre than Hotel Slotania!",True
Worst hotel not good for family no ac no fan horrible.it is far from city.only one thing is good halal food u can enjoy outside.no fridge .only i can say its a hotel for one night stay.Its not a family hotel.Its a hotel for bachelors .The bathrooms were smelly .Full hotel was smelly .Dirty walls Dirty beds dirty carpets .Very bad experience.,False
The Slotania hotel is set in the 'turkish' area of Amsterdam. The hallways are about 1km long and take quite a while to get to your room if you're the last room in the building which we were. There were refurbishments going on while we were there leaving paint cans and cardboard all over the floor. The room was clean and refreshed during the day. Wifi is good in common areas. 20 min taxi into town.,True
I have mixed feelings about this place. Neither very good nor very bad. My wife loved this hotel. But I was not very happy with the corridor. The reception and room were good. The room will keep you happy because it is spacious and properly lit. But it is noisy. You can hear a lot of people from the restaurants downstairs.,True
"We stayed at this hotel for just a night but that was enough to put us off for good. The man at reception was as cold as the weather outside. Asking for assistance seemed a bother to him. The rooms stink and the place is not in tip top shape. Breakfast is in the basement which feels and looks like a dungeon. It is dark, no windows and noone to assist There was lots of noise all night. A terrible experience.",False
